Date,Nom,Score,Total,Note,Reponses,Details_Reussite
2026-06-08 12:47,TEST,9.5,17,11.18,"{""7"": [""Miarahaba sy fampahafatarana ny tena"", ""Ny fotodrafitr’asam-panjakana misy""], ""13"": ""Hanafoana ireo doublons sy tsy mahafeno fepetra"", ""15"": ""Handoa saram-pikojakojana"", ""10"": ""Karapanondro"", ""8"": ""Fampilazana ny fanisana tokantrano"", ""14"": [""AGEX sy EMS"", ""Sefo Fokontany sy CPS""], ""2"": ""Banky Iraisam-pirenena ihany"", ""11"": ""Omena karatra mpisitraka"", ""1"": ""Tetikasan’ny gouvernemanta malagasy, Arindran’ny Ministeran’ny Angovo sy ny Akoran’afo (MEH) sy ny Ministeran’ny Fampandrosoana arakajy mirindra, ny Paositra sy ny Fifandraisan-davitra (MNDPT), Mpiaramiombinantoka ara-bola sy ara-teknika ny Banky Iraisam-pirenena, ny FID sy UNOPS no mpanatanteraka, ary ny AGEX no mpitily ny mpisitraka"", ""0"": ""Tetik'asa MAZAVA"", ""16"": ""MEH sy MNDPT ihany"", ""3"": ""Fizarana jiro mandeha amin’ny herinaratra ho an’ny tokantrano sahirana"", ""12"": [""Mizara tapakila"", ""Mampahafantatra ny tetik’asa""], ""9"": ""ODK"", ""5"": [""Olona manana mananontena marefo"", ""Olona manana panneau solaire"", ""Olona marefo tsy manana jiro""], ""6"": ""Tokantrano iray, jiro iray"", ""4"": [""Éducation"", ""Économie"", ""Sécurité""]}","{""7"": 0.5, ""13"": 1.0, ""15"": 0.0, ""10"": 0.0, ""8"": 1.0, ""14"": 1.0, ""2"": 0.0, ""11"": 0.0, ""1"": 1.0, ""0"": 1.0, ""16"": 0.0, ""3"": 0.0, ""12"": 0.25, ""9"": 1.0, ""5"": 0.75, ""6"": 1.0, ""4"": 1.0}"
